LAUNCHED,YPR1,YPR2,YPR3,VOLTAGE
19995,-3.04,3.11,3.13,5.00
20034,-3.07,3.04,3.12,5.00
20073,-3.09,2.97,3.12,3.48
20113,-3.11,2.94,3.12,3.68
20153,-3.12,2.94,3.13,3.68
20195,-3.12,2.98,3.13,3.62
20235,-3.12,3.01,3.13,3.74
20275,-3.11,3.03,3.13,3.65
20315,-3.10,3.01,3.13,3.65
20355,-3.07,2.97,3.11,3.65
20394,-3.02,2.94,3.07,3.64
20434,-2.95,2.93,3.02,3.63
20474,-2.86,2.95,2.99,3.66
20514,-2.73,2.93,2.92,3.63
20554,-2.60,2.91,2.84,3.57
20594,-2.52,2.91,2.79,3.52
20632,-2.45,2.93,2.80,3.62
20672,-2.38,2.95,2.82,3.62
20712,-2.34,2.97,2.84,3.61
20752,-2.28,2.97,2.85,3.61
20792,-2.24,2.96,2.85,3.61
20832,-2.23,2.95,2.83,3.61
20872,-2.22,2.94,2.82,3.62
20911,-2.26,2.91,2.80,3.62
20954,-2.32,2.88,2.79,3.62
20994,-2.37,2.87,2.79,3.62
21034,-2.41,2.85,2.79,3.61
21074,-2.45,2.84,2.78,3.60
21114,-2.51,2.78,2.75,3.62
21154,-2.58,2.69,2.70,3.60
21194,-2.67,2.60,2.67,3.62
21234,-2.75,2.55,2.67,3.61
21274,-2.82,2.50,2.68,3.62
21313,-2.87,2.47,2.69,3.61
21353,-2.90,2.45,2.69,3.62
21393,-2.91,2.47,2.70,3.62
21433,-2.91,2.52,2.71,3.61
21473,-2.89,2.59,2.73,3.62
21513,-2.88,2.63,2.73,3.62
21553,-2.89,2.63,2.70,3.61
21593,-2.91,2.59,2.64,3.60
21633,-2.92,2.54,2.57,3.62
21676,-2.94,2.53,2.52,3.62
21716,-2.95,2.52,2.45,3.61
21756,-2.96,2.51,2.38,3.62
21796,0.93,-0.94,0.26,3.61
21836,3.14,0.00,-1.43,5.00
21878,3.14,0.01,-1.35,5.00
21919,3.14,0.00,-1.28,5.00
21959,3.14,0.00,-1.22,5.00
21998,3.14,-0.00,-1.09,5.00
22038,-3.14,-0.01,-0.94,5.00
22078,3.14,-0.00,-0.78,5.00
22119,-3.14,-0.01,-0.71,5.00
22159,-3.14,-0.01,-0.44,5.00
22199,3.14,-0.00,-0.34,5.00
22239,-3.14,-0.00,-0.23,5.00
22279,3.14,-0.01,0.01,5.00
22321,-3.14,-0.00,0.03,5.00
22362,3.14,-0.01,0.21,5.00
22405,-3.14,0.00,0.22,5.00
22445,3.14,-0.01,0.41,5.00
22485,-3.14,0.00,0.38,5.00
22525,3.14,-0.01,0.62,5.00
22566,-3.14,0.00,0.63,5.00
22606,3.14,-0.01,0.85,5.00
22646,-3.14,-0.00,0.86,5.00
22687,3.14,-0.01,0.99,5.00
22727,-3.14,-0.00,0.97,5.00
22766,3.14,-0.01,1.07,5.00
22807,-3.14,0.01,1.00,5.00
22847,3.14,-0.00,1.03,5.00
22887,-3.14,0.01,0.94,5.00
22928,3.14,0.00,0.99,5.00
22968,-3.14,0.01,0.84,5.00
23010,3.14,0.00,0.83,5.00
23051,-3.14,0.01,0.77,5.00
23091,3.14,0.00,0.73,5.00
23134,-3.14,0.01,0.64,5.00
23175,-3.14,0.01,0.57,5.00
23215,-3.14,0.02,0.43,5.00
23256,-3.14,0.01,0.32,5.00
23296,-3.14,0.01,0.25,5.00
23337,3.14,0.00,0.21,5.00
23377,-3.14,0.00,0.21,5.00
23418,3.14,-0.01,0.24,5.00
23460,-3.14,0.00,0.21,5.00
23500,3.14,-0.01,0.37,5.00
23541,3.14,-0.00,0.43,5.00
23581,3.14,-0.02,0.62,5.00
23622,3.14,-0.01,0.78,5.00
23661,3.14,0.00,0.82,5.00
23702,3.14,-0.00,0.90,5.00
23743,-3.14,0.01,1.08,5.00
23783,3.14,-0.02,1.25,5.00
23824,3.14,-0.00,1.24,5.00
23867,3.14,0.00,1.06,5.00
23910,-3.14,0.01,0.93,5.00
23950,-3.14,0.01,0.93,5.00
23991,3.14,-0.01,0.90,5.00
24032,-3.14,0.02,0.83,5.00
24073,-3.14,0.02,0.75,5.00
24113,-3.14,0.02,0.36,5.00
24154,-3.14,0.01,0.13,5.00
24195,-3.14,0.01,-0.06,5.00
24236,-3.14,0.00,-0.17,5.00
24276,-3.14,0.00,-0.22,5.00
24319,-3.14,0.00,-0.28,5.00
24360,3.14,0.01,-0.42,5.00
24400,-3.14,0.00,-0.47,5.00
24441,-3.14,0.00,-0.45,5.00
24482,-3.14,0.00,-0.54,4.94
24523,-3.14,0.00,-0.57,5.00
24564,3.14,-0.00,-0.56,5.00
24608,-3.14,-0.00,-0.59,5.00
24650,3.14,-0.00,-0.60,5.00
24691,-3.14,-0.00,-0.64,5.00
24732,3.14,0.00,-0.63,5.00
24773,-3.14,0.00,-0.63,5.00
24813,3.14,0.00,-0.63,5.00
24854,-3.14,0.00,-0.64,5.00
24895,3.14,0.00,-0.64,5.00
24937,-3.14,0.00,-0.68,5.00
24978,3.14,0.00,-0.63,5.00
25019,-3.14,0.00,-0.66,5.00
25060,3.14,0.00,-0.65,5.00
25101,-3.14,0.00,-0.72,5.00
25142,3.14,0.00,-0.71,5.00
25183,-3.14,0.00,-0.77,5.00
25225,3.14,0.00,-0.75,5.00
25267,-3.14,-0.00,-0.79,5.00
25308,3.14,0.00,-0.77,5.00
25353,-3.14,0.00,-0.83,5.00
25394,3.14,0.00,-0.82,5.00
25435,-3.14,0.00,-0.89,5.00
25478,3.14,0.00,-0.89,5.00
25519,-3.14,-0.00,-0.92,5.00
25560,3.14,0.00,-0.87,5.00
25601,-3.14,0.00,-0.92,5.00
25642,3.14,0.00,-0.92,5.00
25684,-3.14,0.00,-0.99,5.00
25725,3.14,0.00,-0.99,5.00
25768,-3.14,0.00,-1.04,5.00
25809,3.14,0.01,-1.06,5.00
25850,3.14,0.00,-1.17,5.00
25892,3.14,0.01,-1.19,5.00
25933,3.14,0.01,-1.22,5.00
25974,3.14,0.01,-1.34,5.00
26017,3.13,0.01,-1.44,5.00
26059,3.13,0.02,-1.56,5.00
26103,3.14,3.13,-1.71,5.00
26144,3.14,3.13,-1.88,5.00
26188,3.14,3.14,-1.97,5.00
26229,3.14,-3.14,-2.01,5.00
26270,3.14,3.14,-2.04,5.00
26312,3.14,3.14,-2.10,5.00
26353,-3.14,-3.14,-2.08,5.00
26397,3.14,-3.14,-2.07,5.00
26438,3.14,3.14,-2.10,5.00
26480,-3.14,-3.13,-2.08,5.00
26520,3.14,3.14,-2.06,5.00
26562,3.14,3.14,-2.12,5.00
26605,-3.14,-3.13,-2.08,5.00
26646,3.14,-3.14,-2.04,5.00
26688,3.13,3.14,-2.08,5.00
26730,-3.14,-3.14,-2.07,5.00
26771,3.14,3.14,-2.08,5.00
26813,3.14,3.13,-2.15,5.00
26859,-3.14,-3.14,-2.18,5.00
26901,-3.14,3.14,-2.17,5.00
26943,3.14,3.14,-2.19,5.00
26986,3.14,-3.14,-2.21,5.00
27028,-3.13,-3.13,-2.18,5.00
27069,-3.14,3.14,-2.15,5.00
27111,3.14,3.13,-2.23,5.00
27154,3.14,-3.13,-2.28,5.00
27196,-3.13,-3.13,-2.22,5.00
27238,-3.13,-3.14,-2.14,5.00
27280,3.13,3.14,-2.16,5.00
27321,3.14,-3.13,-2.18,5.00
27365,-3.14,-3.13,-2.14,5.00
27407,3.14,3.14,-2.14,5.00
27448,1.68,3.13,-2.22,5.00
27490,0.04,3.14,-2.26,5.00
27532,0.04,3.13,-2.33,5.00
27576,0.03,3.13,-2.40,5.00
27621,0.02,3.13,-2.48,5.00
27664,0.01,3.13,-2.52,5.00
27706,0.01,3.14,-2.57,5.00
27748,0.01,3.13,-2.62,3.69
27790,0.02,3.13,-2.69,3.72
27833,0.00,3.13,-2.74,4.23
27875,-0.03,3.13,-2.77,4.10
27917,-0.00,3.13,-2.80,4.47
27959,0.00,3.13,-2.86,4.19
28001,-0.01,3.13,-2.91,5.00
28045,0.01,3.14,-2.94,4.72
28087,0.01,3.14,-2.97,5.00
28129,0.02,3.14,-2.97,4.82
28171,2.96,-3.14,-2.97,4.36
28215,3.13,-3.14,-2.95,5.00
28257,3.14,-3.14,-2.93,5.00
28299,3.13,-3.14,-2.93,5.00
28341,-3.13,-3.14,-2.89,5.00
28388,3.13,-3.14,-2.86,5.00
28430,0.02,-3.14,-2.83,5.00
28474,-0.00,3.14,-2.81,5.00
28516,-0.93,2.95,-2.02,5.00
28558,0.31,2.52,-1.79,5.00
28602,-1.12,0.21,0.12,5.00
28646,0.95,-1.12,-1.05,5.00
28688,1.02,2.38,2.90,5.00
28730,-0.68,-2.54,-2.80,5.00
28774,1.03,0.83,-0.11,5.00
28816,0.18,-2.80,1.72,5.00
28858,-0.58,0.54,-0.07,5.00
28902,0.80,2.66,2.30,5.00
28944,0.86,-1.59,-1.84,5.00
28986,-0.30,-2.13,-2.83,5.00
29026,-0.28,2.81,1.78,5.00
29065,-0.18,-2.62,-1.72,5.00
29105,0.21,0.32,-1.43,5.00
29153,-1.09,-0.86,0.84,5.00
29194,0.10,1.99,-2.08,5.00
29233,1.41,-2.80,-1.98,5.00
29273,1.05,1.12,0.85,5.00
29312,-1.19,-0.04,-0.81,5.00
29352,-1.79,-3.11,2.42,5.00
29391,-0.55,-0.31,0.03,5.00
29431,-0.40,2.61,2.04,5.00
29470,-1.54,2.56,-1.89,5.00
29510,-0.08,0.68,-1.25,5.00
29548,-0.78,0.44,0.19,5.00
29588,-0.99,1.05,-0.10,5.00
29627,2.36,-2.90,-1.94,5.00
29667,0.65,-1.86,1.78,5.00
29706,-0.52,-2.88,2.51,5.00
29744,0.31,-2.53,-2.97,5.00
29784,-0.52,0.41,0.89,5.00
29823,0.35,0.63,-1.44,5.00
29866,-0.00,3.14,-2.47,5.00
29905,1.27,-2.39,-2.68,5.00
29945,0.22,-0.26,-0.44,5.00
29984,-0.46,0.94,1.09,5.00
30024,1.78,0.08,0.46,5.00
30064,-0.69,-0.17,-0.31,5.00
30102,0.75,-1.13,-0.60,5.00
30142,0.59,0.62,0.91,5.00
30181,-0.31,2.23,1.69,5.00
30221,-0.80,-1.43,-0.77,5.00
30261,0.20,-2.35,2.43,5.00
30300,-0.48,-0.57,-1.13,5.00
30340,-1.01,2.88,-2.38,5.00
30380,-0.32,-0.56,-1.38,5.00
30419,-0.48,-2.32,-1.95,5.00
30459,0.42,-2.33,-1.84,5.00
30499,-0.13,0.13,1.09,5.00
30538,0.60,0.74,-1.12,5.00
30576,1.20,-1.98,-2.08,5.00
30615,-2.10,-0.31,1.56,5.00
30653,0.66,-0.94,0.64,5.00
30693,0.80,0.40,1.24,5.00
30732,-1.15,0.65,-1.12,5.00
30772,-0.40,-2.63,-1.94,5.00
30812,-0.47,0.67,1.08,5.00
30852,-0.15,2.33,2.29,5.00
30892,-0.45,-0.55,1.25,5.00
30931,-0.27,-2.96,-1.75,5.00
30971,-0.34,-0.37,1.27,5.00
31011,-0.89,1.75,-2.81,5.00
31051,-2.55,0.28,-0.99,5.00
31091,-0.50,0.83,-1.31,5.00
31131,0.31,2.19,1.94,5.00
31169,0.26,0.08,-0.72,5.00
31209,-0.13,0.26,1.50,5.00
31252,-0.62,0.68,0.80,5.00
31292,0.68,-0.05,-1.19,5.00
31332,-0.60,-2.74,-2.60,5.00
31372,0.11,3.02,-1.87,5.00
31411,-0.83,-1.22,-0.28,5.00
31451,0.34,-1.74,2.70,5.00
31491,-0.30,-0.29,1.29,5.00
31531,-0.20,-0.68,-1.27,5.00
31571,-0.15,2.79,-1.83,5.00
31611,0.50,-1.97,2.31,5.00
31651,-0.77,0.81,-1.24,5.00
31691,0.24,-0.92,1.51,5.00
31731,-1.03,-1.18,1.22,5.00
31771,-0.13,-0.50,-1.41,5.00
31810,-0.56,-2.15,-1.95,5.00
31850,-1.90,-0.22,1.38,5.00
31890,-0.36,2.42,1.75,5.00
31930,0.49,0.08,0.85,5.00
31973,-0.48,2.95,2.38,5.00
32015,-0.69,-0.52,-0.32,5.00
32055,-2.70,-3.08,-1.93,5.00
32095,1.50,2.62,1.70,5.00
LAUNCHED,YPR1,YPR2,YPR3,VOLTAGE
0,0.35,0.04,-0.08,4.04
6,0.36,0.02,-0.06,3.68
10,0.36,0.01,-0.04,3.55
17,0.37,0.00,-0.02,3.47
27,0.36,-0.00,-0.00,3.61
37,0.36,-0.01,0.01,3.60
47,0.37,-0.02,0.03,3.62
57,0.37,-0.02,0.04,3.61
67,0.38,-0.02,0.05,5.00
77,0.38,-0.03,0.05,5.00
87,0.38,-0.03,0.06,5.00
97,0.39,-0.03,0.07,5.00
107,0.39,-0.04,0.07,5.00
116,0.38,-0.04,0.07,5.00
127,0.38,-0.04,0.07,5.00
140,0.38,-0.04,0.07,5.00
147,0.37,-0.04,0.07,4.58
156,0.37,-0.04,0.06,5.00
167,0.36,-0.03,0.05,4.31
177,0.36,-0.03,0.04,3.78
187,0.36,-0.02,0.02,3.66
196,0.36,-0.01,0.00,5.00
207,0.36,0.00,-0.01,4.72
217,0.36,0.01,-0.03,5.00
227,0.36,0.02,-0.05,5.00
236,0.35,0.03,-0.06,5.00
247,0.35,0.04,-0.07,5.00
257,0.34,0.04,-0.08,5.00
267,0.34,0.05,-0.09,4.57
276,0.33,0.06,-0.09,5.00
286,0.32,0.06,-0.09,4.26
297,0.31,0.06,-0.10,3.95
307,0.30,0.06,-0.10,3.81
316,0.29,0.05,-0.10,4.58
329,0.28,0.05,-0.10,4.74
337,0.27,0.04,-0.10,4.21
347,0.26,0.04,-0.10,3.85
356,0.26,0.04,-0.09,3.92
366,0.25,0.04,-0.09,3.74
377,0.24,0.04,-0.10,4.06
387,0.24,0.04,-0.10,3.87
396,0.24,0.04,-0.10,4.07
406,0.23,0.04,-0.09,3.92
417,0.23,0.04,-0.09,3.73
427,0.22,0.04,-0.09,3.63
436,0.22,0.04,-0.08,3.47
446,0.22,0.04,-0.08,3.61
456,0.21,0.04,-0.08,3.62
467,0.21,0.04,-0.08,3.61
477,0.20,0.04,-0.08,3.62
486,0.20,0.04,-0.08,5.00
525,0.20,0.04,-0.09,3.62
563,0.18,0.04,-0.10,3.70
603,0.16,0.03,-0.11,4.18
646,0.11,-0.03,-0.11,4.88
686,0.00,-0.13,-0.12,4.27
726,-0.13,-0.25,-0.10,5.00
766,-0.27,-0.39,-0.05,5.00
806,-0.43,-0.51,0.02,5.00
847,-0.53,-0.59,0.13,5.00
887,-0.60,-0.66,0.27,5.00
926,-0.65,-0.71,0.45,5.00
966,-0.66,-0.73,0.68,5.00
1006,-0.61,-0.71,0.89,5.00
1046,-0.50,-0.65,1.06,5.00
1086,-0.40,-0.60,1.14,5.00
1127,-0.36,-0.59,1.13,5.00
1167,-0.36,-0.58,1.07,4.76
1207,-0.39,-0.61,0.92,4.06
1247,-0.41,-0.65,0.67,5.00
1287,-0.41,-0.64,0.36,5.00
1327,-0.38,-0.56,0.03,5.00
1368,-0.31,-0.43,-0.26,5.00
1411,-0.20,-0.26,-0.54,5.00
1453,-0.06,-0.10,-0.72,5.00
1493,0.09,0.05,-0.83,5.00
1533,0.18,0.15,-0.90,5.00
1573,0.22,0.20,-0.93,5.00
1614,0.25,0.24,-0.92,5.00
1654,0.30,0.29,-0.88,4.64
1693,0.39,0.35,-0.80,5.00
1733,0.51,0.42,-0.69,5.00
1774,0.66,0.49,-0.55,5.00
1814,0.86,0.55,-0.38,5.00
1854,1.04,0.56,-0.20,5.00
1895,1.19,0.54,-0.04,5.00
1935,1.31,0.51,0.09,5.00
1975,1.43,0.44,0.18,5.00
2016,1.50,0.36,0.24,5.00
2056,1.54,0.32,0.27,5.00
2097,1.55,0.29,0.28,5.00
2137,1.54,0.26,0.26,5.00
2180,1.52,0.24,0.25,5.00
2223,1.51,0.25,0.24,4.43
2263,1.50,0.26,0.24,4.38
2303,1.48,0.28,0.23,3.65
2344,1.44,0.33,0.21,4.13
2384,1.39,0.36,0.16,5.00
2425,1.29,0.40,0.05,5.00
2465,1.17,0.40,-0.09,5.00
2505,1.04,0.34,-0.25,5.00
2545,0.85,0.24,-0.40,5.00
2586,0.70,0.13,-0.48,5.00
2626,0.63,0.10,-0.52,5.00
2667,0.62,0.09,-0.51,3.80
2707,0.62,0.09,-0.50,3.94
2748,0.61,0.08,-0.50,3.59
2788,0.60,0.05,-0.49,4.35
2830,0.58,0.00,-0.49,3.74
2871,0.52,-0.06,-0.51,3.96
2911,0.44,-0.15,-0.53,4.35
2955,0.37,-0.26,-0.53,5.00
2995,0.28,-0.37,-0.54,4.39
3036,0.18,-0.48,-0.52,5.00
3077,0.06,-0.62,-0.49,5.00
3117,-0.08,-0.76,-0.45,5.00
3158,-0.25,-0.92,-0.37,5.00
3200,-0.40,-1.02,-0.25,5.00
3241,-0.56,-1.12,-0.16,5.00
3281,-0.70,-1.21,-0.09,5.00
3322,-0.80,-1.26,-0.02,5.00
3363,-0.90,-1.29,0.07,5.00
3404,-0.96,-1.32,0.13,5.00
3443,-0.99,-1.33,0.16,5.00
3484,-0.99,-1.33,0.17,5.00
3525,-0.95,-1.31,0.14,5.00
3565,-0.86,-1.28,0.08,3.81
3606,-0.75,-1.22,0.03,5.00
3647,-0.57,-1.10,0.00,5.00
3692,-0.46,-0.98,0.00,4.94
3733,-0.39,-0.85,-0.03,4.23
3774,-0.33,-0.72,-0.09,4.85
3815,-0.26,-0.60,-0.17,4.62
3855,-0.18,-0.46,-0.23,4.74
3896,-0.06,-0.27,-0.29,5.00
3939,0.04,-0.14,-0.31,5.00
3980,0.11,-0.03,-0.31,5.00
4020,0.17,0.05,-0.31,5.00
4061,0.24,0.11,-0.30,5.00
4102,0.31,0.16,-0.27,5.00
4143,0.40,0.20,-0.24,5.00
4184,0.52,0.26,-0.20,5.00
4225,0.69,0.30,-0.13,5.00
4266,0.86,0.31,-0.05,5.00
4306,1.01,0.23,0.03,5.00
4349,1.08,0.13,0.07,5.00
4390,1.11,0.02,0.07,4.47
4434,1.11,-0.06,0.06,4.32
4475,1.12,-0.12,0.07,3.98
4515,1.15,-0.16,0.07,4.14
4556,1.16,-0.19,0.07,3.89
4599,1.16,-0.20,0.06,5.00
4640,1.17,-0.20,0.06,3.74
4680,1.17,-0.19,0.06,3.99
4721,1.16,-0.19,0.07,3.71
4762,1.16,-0.17,0.06,3.62
4803,1.16,-0.12,0.07,3.59
4844,1.19,-0.04,0.10,5.00
4885,1.26,0.05,0.15,5.00
4928,1.32,0.11,0.21,5.00
4969,1.38,0.14,0.29,5.00
5010,1.43,0.18,0.36,5.00
5051,1.47,0.23,0.43,5.00
5092,1.50,0.27,0.48,5.00
5133,1.50,0.30,0.49,5.00
5174,1.47,0.35,0.47,5.00
5215,1.41,0.40,0.43,5.00
5261,1.37,0.44,0.39,5.00
5302,1.32,0.44,0.34,5.00
5343,1.24,0.44,0.27,5.00
5385,1.10,0.43,0.11,5.00
5427,1.00,0.39,-0.01,5.00
5468,0.87,0.35,-0.15,4.73
5510,0.73,0.28,-0.27,5.00
5551,0.63,0.17,-0.36,4.55
5592,0.54,0.05,-0.43,5.00
5633,0.44,-0.08,-0.47,4.71
5674,0.32,-0.23,-0.53,4.72
5717,0.22,-0.37,-0.57,5.00
5758,0.08,-0.53,-0.60,4.96
5800,-0.08,-0.67,-0.63,5.00
5841,-0.27,-0.82,-0.64,5.00
5882,-0.45,-0.95,-0.63,5.00
5923,-0.60,-1.05,-0.58,5.00
5965,-0.73,-1.13,-0.50,5.00
6011,-0.80,-1.16,-0.44,5.00
6052,-0.84,-1.16,-0.41,5.00
6093,-0.79,-1.11,-0.46,4.63
6134,-0.63,-0.95,-0.61,4.19
6177,-0.45,-0.77,-0.74,5.00
6219,-0.23,-0.54,-0.86,5.00
6259,-0.02,-0.31,-0.95,5.00
6301,0.16,-0.12,-1.02,5.00
6342,0.29,-0.00,-1.06,5.00
6383,0.47,0.15,-1.06,5.00
6426,0.59,0.24,-1.01,5.00
6468,0.67,0.30,-0.93,5.00
6509,0.72,0.31,-0.81,5.00
6550,0.77,0.30,-0.70,5.00
6592,0.81,0.22,-0.54,5.00
6635,0.82,0.15,-0.41,5.00
6676,0.85,0.10,-0.26,4.46
6718,0.87,0.03,-0.10,5.00
6759,0.93,-0.02,0.04,5.00
6804,0.99,-0.03,0.15,5.00
6847,1.05,0.00,0.21,5.00
6888,1.14,-0.02,0.25,5.00
6930,1.19,-0.06,0.29,5.00
6971,1.23,-0.11,0.29,5.00
7015,1.28,-0.17,0.28,4.62
7056,1.33,-0.21,0.28,4.92
7098,1.32,-0.23,0.27,5.00
7139,1.32,-0.24,0.25,4.49
7181,1.31,-0.23,0.23,5.00
7222,1.22,-0.21,0.20,4.73
7266,1.07,-0.19,0.15,5.00
7307,0.87,-0.19,0.09,5.00
7349,0.71,-0.24,0.02,5.00
7391,0.50,-0.35,-0.02,5.00
7433,0.30,-0.51,-0.03,5.00
7474,0.15,-0.61,0.01,5.00
7513,0.00,-0.70,0.11,4.91
7553,-0.06,-0.77,0.18,4.74
7597,-0.10,-0.79,0.27,4.41
7640,-0.13,-0.80,0.33,5.00
7679,-0.15,-0.82,0.34,5.00
7719,-0.17,-0.84,0.37,5.00
7758,-0.19,-0.86,0.36,5.00
7798,-0.19,-0.86,0.25,5.00
7836,-0.19,-0.84,0.08,4.36
7876,-0.21,-0.80,-0.10,4.84
7915,-0.20,-0.69,-0.40,5.00
7955,-0.13,-0.50,-0.69,5.00
7994,-0.05,-0.31,-0.85,5.00
8034,0.06,-0.17,-0.96,5.00
8073,0.16,-0.07,-1.01,5.00
8115,0.24,0.01,-1.00,5.00
8155,0.27,0.05,-1.01,5.00
8194,0.27,0.04,-0.99,5.00
8234,0.27,0.02,-0.92,5.00
8273,0.28,-0.02,-0.80,5.00
8316,0.29,-0.08,-0.68,5.00
8355,0.28,-0.16,-0.54,5.00
8395,0.31,-0.22,-0.38,5.00
8433,0.33,-0.29,-0.20,4.01
8473,0.35,-0.35,-0.05,4.47
8512,0.39,-0.38,0.07,5.00
8552,0.39,-0.40,0.19,5.00
8591,0.39,-0.39,0.28,4.40
8631,0.41,-0.39,0.34,4.54
8671,0.41,-0.40,0.40,4.57
8710,0.42,-0.41,0.44,4.48
8750,0.42,-0.42,0.48,5.00
8790,0.41,-0.43,0.52,4.70
8829,0.40,-0.43,0.53,4.60
8869,0.40,-0.43,0.54,4.37
8908,0.40,-0.43,0.55,4.33
8945,0.41,-0.41,0.55,4.35
8985,0.41,-0.38,0.55,3.95
9025,0.42,-0.35,0.55,4.10
9067,0.43,-0.32,0.54,4.60
9107,0.45,-0.28,0.53,4.15
9147,0.49,-0.23,0.52,4.40
9186,0.53,-0.18,0.52,4.43
9226,0.59,-0.11,0.53,5.00
9266,0.62,-0.03,0.54,5.00
9306,0.67,0.05,0.56,4.99
9345,0.71,0.12,0.57,5.00
9385,0.72,0.17,0.58,5.00
9425,0.75,0.21,0.57,5.00
9465,0.81,0.25,0.57,5.00
9504,0.86,0.27,0.58,5.00
9543,0.93,0.27,0.59,5.00
9583,1.03,0.28,0.60,5.00
9623,1.09,0.31,0.62,5.00
9663,1.13,0.32,0.63,5.00
9702,1.21,0.33,0.64,4.98
9742,1.26,0.35,0.65,5.00
9782,1.28,0.36,0.66,5.00
9825,1.31,0.36,0.67,5.00
9865,1.34,0.38,0.68,5.00
9904,1.34,0.38,0.68,5.00
9944,1.35,0.38,0.69,5.00
9984,1.36,0.38,0.69,5.00
10024,1.37,0.38,0.69,5.00
10064,1.37,0.38,0.69,5.00
10104,1.35,0.39,0.68,5.00
10144,1.33,0.41,0.65,5.00
10183,1.25,0.44,0.56,4.99
10223,1.13,0.46,0.43,5.00
10263,1.03,0.42,0.32,5.00
10303,0.96,0.37,0.24,5.00
10343,0.89,0.32,0.19,5.00
10383,0.83,0.28,0.14,4.88
10424,0.76,0.22,0.07,5.00
10464,0.66,0.15,-0.00,5.00
10504,0.56,0.07,-0.05,5.00
10544,0.46,-0.03,-0.11,5.00
10587,0.29,-0.20,-0.17,5.00
10629,0.14,-0.36,-0.21,5.00
10669,-0.04,-0.54,-0.22,5.00
10709,-0.25,-0.71,-0.18,5.00
10749,-0.42,-0.85,-0.14,5.00
10789,-0.55,-0.94,-0.10,5.00
10829,-0.68,-1.03,-0.07,5.00
10868,-0.86,-1.14,-0.02,5.00
10909,-1.07,-1.25,0.08,5.00
10949,-1.26,-1.34,0.30,5.00
10989,-1.44,-1.38,0.69,5.00
11029,-1.57,-1.38,1.06,5.00
11069,-1.64,-1.40,1.27,5.00
11110,-1.58,-1.44,1.12,5.00
11150,-1.56,-1.46,1.03,5.00
11190,-1.52,-1.47,0.83,5.00
11231,-1.48,-1.48,0.63,5.00
11271,-1.46,-1.48,0.50,5.00
11314,-1.45,-1.48,0.43,4.98
11354,-1.43,-1.47,0.37,4.78
11394,-1.41,-1.47,0.30,4.96
11435,-1.34,-1.45,0.10,5.00
11477,-1.18,-1.39,-0.06,5.00
11517,-0.96,-1.29,-0.18,5.00
11557,-0.76,-1.20,-0.24,5.00
11598,-0.55,-1.06,-0.29,5.00
11638,-0.39,-0.93,-0.32,5.00
11677,-0.23,-0.81,-0.35,5.00
11718,-0.06,-0.67,-0.39,5.00
11758,0.10,-0.51,-0.41,5.00
11799,0.24,-0.36,-0.42,5.00
11839,0.40,-0.22,-0.43,5.00
11879,0.53,-0.10,-0.44,5.00
11920,0.63,-0.01,-0.46,5.00
11960,0.73,0.08,-0.49,5.00
12004,0.82,0.17,-0.53,5.00
12046,0.86,0.22,-0.56,5.00
12086,0.91,0.23,-0.59,5.00
12127,0.94,0.23,-0.62,5.00
12167,0.92,0.19,-0.68,4.87
12208,0.86,0.13,-0.75,5.00
12248,0.79,0.07,-0.81,4.76
12289,0.69,0.00,-0.87,5.00
12329,0.54,-0.10,-0.95,5.00
12370,0.36,-0.18,-1.03,5.00
12410,0.24,-0.25,-1.08,5.00
12451,0.13,-0.32,-1.11,5.00
12491,0.03,-0.38,-1.15,4.94
12531,-0.07,-0.44,-1.18,5.00
12571,-0.17,-0.50,-1.20,5.00
12612,-0.25,-0.56,-1.20,5.00
12653,-0.34,-0.65,-1.17,5.00
12695,-0.40,-0.72,-1.14,4.77
12738,-0.41,-0.77,-1.06,4.85
12779,-0.32,-0.79,-0.91,5.00
12820,-0.20,-0.77,-0.74,5.00
12861,-0.08,-0.74,-0.56,5.00
12901,0.04,-0.69,-0.39,4.92
12942,0.18,-0.62,-0.24,5.00
12985,0.30,-0.57,-0.16,5.00
13025,0.38,-0.50,-0.08,5.00
13066,0.44,-0.41,-0.03,5.00
13107,0.51,-0.31,0.02,5.00
13148,0.58,-0.20,0.07,5.00
13188,0.62,-0.10,0.13,5.00
13229,0.64,-0.03,0.16,5.00
13270,0.69,0.03,0.19,5.00
13311,0.70,0.06,0.21,5.00
13352,0.71,0.09,0.22,4.86
13394,0.73,0.12,0.23,4.79
13435,0.74,0.13,0.24,5.00
13479,0.74,0.13,0.23,4.62
13520,0.74,0.14,0.23,4.65
13561,0.75,0.14,0.24,4.57
13602,0.75,0.14,0.24,4.58
13644,0.75,0.14,0.24,5.00
13684,0.74,0.14,0.23,4.49
13725,0.74,0.14,0.22,4.57
13766,0.73,0.14,0.20,4.39
13807,0.70,0.14,0.17,3.96
13848,0.67,0.13,0.14,4.89
13889,0.63,0.10,0.11,4.62
13930,0.55,0.05,0.07,5.00
13973,0.50,-0.00,0.05,4.24
14014,0.43,-0.06,0.04,4.11
14055,0.38,-0.13,0.04,3.83
14096,0.35,-0.19,0.05,4.65
14137,0.33,-0.23,0.05,3.70
14178,0.33,-0.25,0.05,3.53
14223,0.32,-0.26,0.05,4.03
14266,0.32,-0.27,0.06,4.25
14307,0.32,-0.26,0.06,3.50
