LAUNCHED,YPR1,YPR2,YPR3,VOLTAGE
28312,0.22,-0.08,-0.10,4.57
28353,0.16,-0.13,-0.14,5.00
28394,0.08,-0.19,-0.18,5.00
28435,0.01,-0.24,-0.20,5.00
28476,-0.05,-0.28,-0.23,5.00
28517,-0.12,-0.34,-0.25,5.00
28559,-0.26,-0.44,-0.28,5.00
28601,-0.35,-0.52,-0.31,5.00
28643,-0.42,-0.58,-0.33,5.00
28684,-0.46,-0.62,-0.34,4.36
28725,-0.46,-0.64,-0.35,5.00
28769,-0.42,-0.63,-0.36,4.17
28812,-0.37,-0.60,-0.35,4.38
28853,-0.29,-0.55,-0.34,5.00
28894,-0.21,-0.50,-0.32,5.00
28935,-0.13,-0.45,-0.29,5.00
28976,-0.08,-0.40,-0.27,5.00
29018,-0.02,-0.34,-0.24,5.00
29061,0.04,-0.28,-0.21,5.00
29102,0.09,-0.20,-0.16,4.70
29143,0.16,-0.11,-0.10,4.78
29185,0.26,-0.02,-0.03,4.98
29226,0.37,0.05,0.05,5.00
29267,0.45,0.12,0.14,5.00
29310,0.47,0.17,0.17,5.00
29352,0.47,0.20,0.17,4.82
29393,0.46,0.21,0.18,5.00
29435,0.46,0.21,0.19,5.00
29476,0.45,0.20,0.19,4.13
29523,0.45,0.21,0.19,3.98
29564,0.45,0.21,0.19,3.93
29606,0.46,0.20,0.18,3.82
29647,0.46,0.20,0.18,4.13
29690,0.45,0.21,0.18,4.07
29732,0.45,0.22,0.18,4.52
29773,0.46,0.22,0.18,4.04
29815,0.45,0.21,0.18,4.22
29857,0.45,0.21,0.18,3.93
29900,0.45,0.22,0.18,3.93
29941,0.46,0.22,0.18,3.89
29983,0.45,0.22,0.18,4.10
30025,0.45,0.22,0.18,4.06
30066,0.45,0.22,0.18,3.91
30110,0.45,0.22,0.18,3.87
30151,0.45,0.23,0.18,3.89
30193,0.45,0.23,0.18,5.00
30235,0.45,0.22,0.18,3.77
30276,0.45,0.22,0.18,3.53
30317,0.45,0.23,0.18,3.61
30359,0.45,0.23,0.18,3.64
30401,0.45,0.23,0.18,3.76
30443,0.45,0.23,0.18,3.60
30484,0.45,0.22,0.18,3.59
30526,0.45,0.23,0.18,3.61
30570,0.45,0.24,0.18,3.61
30611,0.45,0.23,0.18,3.60
30653,0.45,0.23,0.18,3.61
30695,0.45,0.23,0.18,3.61
30739,0.45,0.24,0.18,3.62
30780,0.45,0.24,0.18,3.62
30822,0.45,0.24,0.18,3.61
30864,0.45,0.23,0.18,3.62
30906,0.45,0.23,0.18,3.61
30950,0.45,0.24,0.18,3.61
30991,0.45,0.24,0.18,3.62
31033,0.44,0.24,0.18,3.62
31079,0.44,0.23,0.18,3.61
31122,0.44,0.23,0.18,3.61
31164,0.44,0.24,0.18,3.61
31206,0.44,0.25,0.19,3.61
31250,0.44,0.25,0.19,3.60
31292,0.44,0.24,0.18,3.62
31334,0.44,0.24,0.18,3.61
31376,0.44,0.24,0.18,3.61
31420,0.44,0.25,0.18,3.62
31462,0.44,0.25,0.19,3.61
31504,0.44,0.24,0.18,3.62
31546,0.44,0.24,0.18,3.61
31590,0.45,0.24,0.18,3.62
31632,0.45,0.24,0.18,3.61
31674,0.45,0.24,0.18,3.61
31718,0.45,0.24,0.18,3.62
31760,0.44,0.24,0.18,3.61
31802,0.44,0.24,0.18,3.59
31844,0.45,0.25,0.18,3.62
31892,0.45,0.24,0.18,3.59
31934,0.45,0.23,0.17,3.61
31976,0.45,0.23,0.18,3.62
32015,0.44,0.24,0.18,3.59
32055,0.45,0.25,0.18,3.62
32093,0.45,0.24,0.18,3.62
32139,0.45,0.23,0.17,3.62
32178,0.44,0.23,0.17,3.62
32217,0.45,0.24,0.17,3.61
32257,0.45,0.25,0.17,3.62
32296,0.45,0.24,0.17,3.62
32336,0.45,0.23,0.17,3.62
32375,0.45,0.23,0.17,3.60
32415,0.45,0.23,0.17,3.62
32454,0.45,0.24,0.17,3.62
32494,0.45,0.24,0.17,3.59
32533,0.45,0.23,0.17,3.61
32573,0.45,0.23,0.16,3.62
32612,0.45,0.23,0.16,3.62
32653,0.45,0.24,0.17,3.61
32694,0.45,0.24,0.17,3.62
32733,0.45,0.23,0.16,3.62
32772,0.45,0.23,0.16,3.62
32812,0.45,0.24,0.16,3.62
32852,0.45,0.24,0.17,3.60
32889,0.45,0.24,0.17,3.60
32929,0.44,0.23,0.17,3.62
32969,0.45,0.23,0.17,3.59
33008,0.45,0.24,0.17,3.62
33048,0.45,0.24,0.17,3.62
33087,0.45,0.24,0.17,3.62
33127,0.45,0.24,0.17,3.62
33167,0.45,0.24,0.17,3.62
33206,0.45,0.24,0.17,3.61
33245,0.45,0.24,0.17,3.62
33285,0.45,0.24,0.17,3.61
33324,0.45,0.24,0.17,3.61
33364,0.45,0.23,0.17,3.61
33406,0.45,0.24,0.17,3.61
33446,0.44,0.24,0.17,3.62
33486,0.44,0.24,0.17,3.62
33525,0.44,0.24,0.17,3.62
33565,0.44,0.24,0.17,3.62
33605,0.45,0.23,0.16,3.62
33644,0.44,0.24,0.16,3.62
33684,0.44,0.24,0.17,3.62
33724,0.44,0.25,0.17,3.62
33764,0.44,0.24,0.17,3.62
33803,0.44,0.24,0.17,3.62
33842,0.44,0.24,0.17,3.62
33882,0.44,0.24,0.17,3.62
33922,0.44,0.25,0.17,3.62
33961,0.44,0.25,0.17,3.61
34001,0.44,0.24,0.17,3.62
34041,0.44,0.24,0.17,3.62
34081,0.44,0.24,0.17,3.62
34120,0.44,0.25,0.17,3.61
34163,0.45,0.25,0.17,3.62
34203,0.45,0.24,0.17,3.60
34243,0.45,0.24,0.17,3.61
34283,0.44,0.24,0.17,3.61
34322,0.44,0.24,0.17,3.62
34362,0.44,0.25,0.17,3.62
34402,0.44,0.25,0.18,3.62
34442,0.44,0.24,0.17,3.61
34481,0.45,0.24,0.17,3.62
34521,0.45,0.24,0.18,3.62
34561,0.44,0.24,0.18,3.62
34601,0.44,0.24,0.18,3.62
34640,0.44,0.23,0.18,3.62
34680,0.44,0.22,0.16,3.61
34720,0.42,0.21,0.15,3.59
34760,0.41,0.20,0.14,3.61
34800,0.41,0.19,0.14,3.59
34840,0.41,0.18,0.13,3.61
34880,0.40,0.16,0.12,3.62
34923,0.39,0.14,0.11,3.61
34963,0.37,0.12,0.10,3.60
35003,0.35,0.10,0.09,4.83
35043,0.34,0.07,0.08,4.40
35083,0.33,0.05,0.06,4.75
35122,0.31,0.02,0.04,4.43
35162,0.29,-0.01,0.02,4.66
35203,0.28,-0.03,0.00,4.57
35243,0.27,-0.05,-0.01,4.40
35283,0.28,-0.07,-0.02,4.30
35323,0.30,-0.10,-0.03,4.69
35363,0.31,-0.12,-0.05,4.33
35404,0.31,-0.14,-0.06,4.82
35444,0.30,-0.17,-0.08,4.90
35484,0.29,-0.20,-0.10,4.65
35524,0.27,-0.23,-0.12,4.98
35564,0.25,-0.26,-0.14,4.53
35604,0.23,-0.29,-0.17,4.52
35647,0.20,-0.32,-0.19,4.35
35688,0.16,-0.36,-0.21,4.85
35728,0.13,-0.39,-0.23,4.42
35768,0.09,-0.43,-0.25,4.27
35808,0.06,-0.46,-0.27,4.51
35848,0.02,-0.50,-0.30,4.38
35890,-0.01,-0.54,-0.32,4.73
35930,-0.04,-0.59,-0.35,4.28
35970,-0.09,-0.65,-0.37,4.98
36011,-0.14,-0.71,-0.39,4.21
36051,-0.20,-0.76,-0.42,5.00
36091,-0.26,-0.81,-0.44,5.00
36132,-0.32,-0.85,-0.45,5.00
36172,-0.38,-0.89,-0.46,5.00
36212,-0.41,-0.91,-0.47,5.00
36253,-0.41,-0.91,-0.47,5.00
36293,-0.39,-0.90,-0.47,4.32
36333,-0.37,-0.89,-0.46,4.21
36377,-0.35,-0.88,-0.45,4.38
36417,-0.33,-0.86,-0.44,4.87
36459,-0.31,-0.85,-0.44,5.00
36500,-0.30,-0.85,-0.43,4.97
36540,-0.29,-0.84,-0.42,4.55
36581,-0.29,-0.84,-0.42,4.11
36621,-0.29,-0.85,-0.42,4.87
36662,-0.30,-0.85,-0.42,4.23
36701,-0.30,-0.85,-0.42,3.76
36742,-0.29,-0.84,-0.41,4.11
36782,-0.27,-0.82,-0.40,4.33
36823,-0.25,-0.81,-0.39,4.63
36863,-0.24,-0.80,-0.38,4.56
36904,-0.23,-0.80,-0.37,4.76
36944,-0.23,-0.79,-0.35,4.00
36985,-0.21,-0.77,-0.34,4.52
37025,-0.19,-0.75,-0.32,5.00
37069,-0.16,-0.72,-0.30,4.69
37111,-0.14,-0.69,-0.28,4.33
37152,-0.13,-0.67,-0.26,4.67
37193,-0.10,-0.64,-0.24,5.00
37233,-0.07,-0.60,-0.22,5.00
37274,-0.02,-0.54,-0.20,5.00
37315,0.01,-0.49,-0.18,5.00
37355,0.04,-0.45,-0.17,5.00
37396,0.06,-0.40,-0.15,5.00
37438,0.07,-0.35,-0.12,5.00
37479,0.10,-0.29,-0.10,4.92
37520,0.13,-0.23,-0.08,4.99
37561,0.16,-0.19,-0.06,5.00
37602,0.18,-0.14,-0.04,5.00
37642,0.20,-0.10,-0.01,4.68
37682,0.21,-0.06,0.00,4.66
37723,0.23,-0.03,0.02,4.45
37767,0.24,-0.00,0.03,4.31
37809,0.25,0.00,0.04,4.16
37850,0.25,0.01,0.05,4.34
37891,0.24,0.02,0.05,4.15
37932,0.25,0.02,0.05,4.46
37973,0.25,0.02,0.05,4.18
38014,0.25,0.02,0.05,4.15
38055,0.25,0.03,0.06,4.13
38098,0.25,0.04,0.06,5.00
38138,0.25,0.04,0.06,4.92
38179,0.26,0.04,0.06,4.15
38220,0.25,0.03,0.05,4.21
38261,0.25,0.04,0.05,3.87
38302,0.25,0.04,0.06,4.11
38343,0.25,0.05,0.06,4.06
38384,0.26,0.04,0.05,4.17
38427,0.25,0.04,0.05,4.10
38468,0.26,0.04,0.05,4.02
38509,0.26,0.05,0.06,4.13
38553,0.26,0.05,0.05,4.00
38595,0.26,0.04,0.05,3.98
38637,0.26,0.04,0.05,3.97
38678,0.26,0.04,0.05,3.94
38720,0.26,0.05,0.05,4.01
38761,0.26,0.05,0.05,4.39
38802,0.26,0.04,0.05,4.19
38843,0.26,0.04,0.05,3.76
38884,0.26,0.05,0.05,3.81
38927,0.26,0.05,0.05,3.79
38968,0.26,0.05,0.05,3.82
39010,0.26,0.05,0.05,3.83
39051,0.25,0.05,0.05,3.78
39091,0.25,0.06,0.05,3.82
39132,0.25,0.06,0.05,4.43
39174,0.26,0.06,0.05,3.59
39217,0.25,0.05,0.05,3.59
39258,0.25,0.05,0.05,3.62
39299,0.25,0.06,0.05,3.70
39344,0.25,0.06,0.05,3.60
39387,0.25,0.06,0.05,3.56
39428,0.24,0.05,0.04,3.62
39469,0.23,0.04,0.03,3.60
39511,0.22,0.03,0.03,3.61
39552,0.23,0.03,0.04,3.60
39595,0.23,0.03,0.05,3.62
39637,0.23,0.01,0.04,3.59
39678,0.23,0.00,0.04,3.60
39720,0.23,-0.00,0.04,3.61
39761,0.22,-0.00,0.03,3.61
39803,0.22,-0.01,0.03,3.61
39846,0.22,-0.02,0.03,3.61
39887,0.23,-0.04,0.02,3.60
39929,0.23,-0.07,0.02,3.62
39970,0.22,-0.09,0.01,3.59
40012,0.22,-0.12,-0.00,3.83
40055,0.22,-0.14,-0.01,4.73
40097,0.20,-0.17,-0.03,4.72
40142,0.17,-0.22,-0.05,4.67
40185,0.13,-0.26,-0.06,4.89
40227,0.10,-0.30,-0.08,4.73
40268,0.07,-0.34,-0.11,4.46
40310,0.04,-0.38,-0.13,4.84
40352,0.01,-0.43,-0.14,4.27
40395,-0.02,-0.46,-0.16,5.00
40437,-0.05,-0.49,-0.17,5.00
40478,-0.08,-0.52,-0.19,4.70
40520,-0.11,-0.56,-0.20,5.00
40562,-0.16,-0.60,-0.21,4.79
40605,-0.19,-0.62,-0.21,4.73
40647,-0.22,-0.64,-0.21,4.03
40689,-0.26,-0.67,-0.22,4.51
40731,-0.30,-0.70,-0.23,4.63
40772,-0.35,-0.74,-0.23,4.64
40816,-0.36,-0.75,-0.23,5.00
40861,-0.37,-0.76,-0.24,4.48
40904,-0.38,-0.77,-0.24,5.00
40946,-0.38,-0.77,-0.24,4.14
40988,-0.37,-0.76,-0.24,4.58
41030,-0.34,-0.74,-0.24,3.61
41072,-0.30,-0.71,-0.23,4.35
41115,-0.27,-0.70,-0.22,5.00
41157,-0.25,-0.68,-0.21,5.00
41199,-0.22,-0.65,-0.19,5.00
41241,-0.18,-0.60,-0.18,4.97
41285,-0.14,-0.56,-0.17,5.00
41327,-0.11,-0.51,-0.16,5.00
41369,-0.08,-0.47,-0.14,4.30
41411,-0.04,-0.41,-0.13,4.55
41454,-0.01,-0.35,-0.11,5.00
41496,0.02,-0.29,-0.09,5.00
41538,0.05,-0.25,-0.08,5.00
41584,0.07,-0.20,-0.06,4.68
41627,0.09,-0.16,-0.04,4.78
41669,0.11,-0.12,-0.02,5.00
41713,0.12,-0.10,-0.01,4.43
41755,0.12,-0.09,-0.01,4.91
41797,0.12,-0.08,-0.01,4.05
41840,0.12,-0.06,0.00,4.51
41883,0.12,-0.05,0.01,4.58
41925,0.13,-0.04,0.01,4.29
41968,0.13,-0.04,0.01,4.42
42010,0.13,-0.03,0.01,4.02
42054,0.13,-0.02,0.02,4.31
42096,0.13,-0.01,0.03,4.24
42138,0.13,-0.00,0.03,5.00
42180,0.13,0.00,0.03,3.99
42221,0.13,0.00,0.03,4.75
42261,0.13,0.01,0.03,4.01
42300,0.14,0.02,0.04,4.05
42348,0.14,0.03,0.04,4.96
42387,0.14,0.03,0.05,4.01
42427,0.14,0.03,0.05,4.38
42466,0.14,0.04,0.05,4.04
42506,0.13,0.05,0.06,4.81
42544,0.14,0.05,0.06,3.84
42584,0.14,0.05,0.06,3.84
42623,0.14,0.05,0.06,3.75
42663,0.14,0.05,0.06,3.68
42702,0.14,0.05,0.06,3.84
42742,0.14,0.05,0.06,3.91
42781,0.14,0.05,0.06,4.74
42821,0.14,0.05,0.06,3.76
42860,0.13,0.05,0.06,3.65
42900,0.13,0.06,0.07,3.62
42939,0.13,0.06,0.07,3.61
42979,0.13,0.07,0.06,3.55
43019,0.13,0.06,0.06,3.50
43057,0.13,0.06,0.06,3.61
43099,0.13,0.06,0.06,3.64
43139,0.13,0.07,0.07,3.60
43179,0.13,0.07,0.07,3.59
43218,0.13,0.07,0.06,4.13
43258,0.13,0.06,0.06,3.74
43298,0.13,0.06,0.06,3.55
43337,0.13,0.07,0.07,3.51
43377,0.13,0.07,0.07,3.62
43415,0.13,0.07,0.07,3.61
43455,0.13,0.07,0.06,3.59
43494,0.13,0.07,0.07,3.62
43534,0.13,0.07,0.07,3.59
43574,0.13,0.07,0.07,3.61
43612,0.13,0.07,0.07,3.61
43652,0.13,0.07,0.07,3.59
43692,0.13,0.07,0.06,3.61
43732,0.13,0.07,0.07,3.61
43771,0.13,0.07,0.07,3.62
43811,0.13,0.07,0.07,3.61
43853,0.13,0.07,0.07,3.60
43893,0.13,0.07,0.06,3.61
43933,0.13,0.07,0.06,3.62
43973,0.13,0.07,0.07,3.62
44013,0.13,0.08,0.07,3.61
44052,0.13,0.08,0.07,3.62
44092,0.13,0.07,0.06,3.61
44132,0.13,0.06,0.06,3.59
44172,0.13,0.06,0.06,3.62
44210,0.13,0.07,0.06,3.61
44250,0.11,0.07,0.05,3.61
44290,0.07,0.05,0.03,3.61
44330,0.05,0.02,0.02,5.00
44370,0.03,-0.01,0.00,4.71
44410,0.00,-0.05,-0.02,4.23
44449,-0.00,-0.08,-0.03,4.55
44489,0.01,-0.12,-0.04,4.15
44529,0.03,-0.14,-0.05,4.36
44569,0.05,-0.15,-0.05,4.43
44612,0.05,-0.14,-0.04,4.26
44651,0.06,-0.13,-0.04,3.64
44691,0.10,-0.11,-0.02,3.92
44731,0.17,-0.08,0.01,4.43
44771,0.25,-0.03,0.06,5.00
44811,0.30,0.02,0.11,4.86
44850,0.35,0.07,0.17,4.51
44890,0.40,0.11,0.23,4.36
44930,0.44,0.16,0.29,4.74
44970,0.46,0.19,0.35,4.55
45010,0.46,0.20,0.38,4.82
45049,0.46,0.21,0.41,4.51
45089,0.46,0.21,0.42,4.28
45129,0.46,0.21,0.42,4.14
45169,0.45,0.20,0.41,3.81
45209,0.43,0.21,0.40,3.60
45249,0.40,0.21,0.39,3.61
45289,0.36,0.22,0.36,5.00
45340,0.29,0.22,0.31,4.84
45382,0.25,0.20,0.28,5.00
45422,0.22,0.19,0.26,4.55
45462,0.20,0.19,0.25,4.22
45502,0.18,0.20,0.25,4.63
45543,0.16,0.21,0.24,4.14
45583,0.13,0.22,0.21,4.67
45623,0.08,0.22,0.15,4.58
45662,0.04,0.20,0.11,5.00
45702,0.00,0.17,0.08,4.48
45742,-0.09,0.12,0.02,4.72
45782,-0.17,0.04,-0.01,5.00
45822,-0.22,-0.04,-0.01,4.82
45863,-0.27,-0.10,-0.02,5.00
45903,-0.31,-0.14,-0.02,4.57
45943,-0.30,-0.16,-0.00,5.00
45983,-0.23,-0.14,0.03,3.59
46025,-0.18,-0.12,0.05,5.00
46065,-0.15,-0.09,0.06,5.00
46108,-0.14,-0.06,0.07,4.58
46148,-0.14,-0.03,0.07,4.15
46189,-0.13,0.02,0.07,4.09
46229,-0.13,0.06,0.08,4.06
46269,-0.12,0.10,0.09,4.37
46309,-0.11,0.10,0.10,4.04
46349,-0.10,0.09,0.11,3.99
46389,-0.11,0.08,0.10,4.48
46429,-0.11,0.07,0.09,3.62
46469,-0.10,0.06,0.09,3.61
46509,-0.09,0.06,0.09,3.60
46549,-0.08,0.07,0.09,3.61
46589,-0.08,0.07,0.09,3.61
46629,-0.09,0.07,0.09,3.61
46670,-0.09,0.06,0.09,3.60
46710,-0.09,0.06,0.09,3.61
46750,-0.10,0.05,0.09,3.61
46791,-0.11,0.04,0.08,3.61
46834,-0.13,0.03,0.05,3.60
46876,-0.14,-0.00,0.03,3.61
46916,-0.15,-0.03,0.00,5.00
46957,-0.14,-0.07,-0.01,5.00
46997,-0.11,-0.11,-0.03,5.00
47037,-0.07,-0.15,-0.04,5.00
47078,-0.05,-0.19,-0.06,5.00
47118,-0.03,-0.24,-0.08,5.00
47158,-0.01,-0.30,-0.11,5.00
47198,0.00,-0.35,-0.14,5.00
47238,0.01,-0.40,-0.16,5.00
47279,0.01,-0.43,-0.19,5.00
47319,0.01,-0.46,-0.21,5.00
47360,0.03,-0.48,-0.23,4.91
47400,0.05,-0.49,-0.24,4.96
47440,0.06,-0.49,-0.24,5.00
47481,0.06,-0.49,-0.24,4.68
47524,0.05,-0.48,-0.23,4.03
47566,0.05,-0.47,-0.22,3.91
47606,0.06,-0.45,-0.20,3.88
47647,0.07,-0.41,-0.17,4.84
47687,0.07,-0.37,-0.14,5.00
47727,0.06,-0.34,-0.12,4.25
47768,0.05,-0.32,-0.11,4.23
47808,0.04,-0.30,-0.11,3.80
47849,0.03,-0.30,-0.12,3.95
47889,0.03,-0.31,-0.13,4.00
47930,0.03,-0.33,-0.14,3.84
47970,0.05,-0.36,-0.15,3.64
48011,0.06,-0.39,-0.16,4.45
48050,0.06,-0.41,-0.16,5.00
48092,0.06,-0.40,-0.16,4.02
48133,0.07,-0.39,-0.16,4.10
48173,0.07,-0.39,-0.16,4.76
48214,0.08,-0.37,-0.14,4.09
48257,0.09,-0.35,-0.12,3.99
48298,0.09,-0.32,-0.11,5.00
48339,0.08,-0.29,-0.10,5.00
48379,0.08,-0.25,-0.09,4.66
48420,0.09,-0.20,-0.07,4.39
48462,0.10,-0.14,-0.05,4.99
48503,0.11,-0.08,-0.03,5.00
48543,0.12,-0.01,0.00,4.82
48584,0.12,0.04,0.04,5.00
48624,0.12,0.08,0.09,4.37
48665,0.13,0.13,0.15,4.46
48706,0.14,0.17,0.21,4.72
48746,0.15,0.22,0.25,5.00
48787,0.14,0.25,0.27,4.56
48827,0.13,0.27,0.28,4.31
48868,0.13,0.26,0.28,3.92
48909,0.13,0.24,0.27,3.99
48949,0.14,0.23,0.26,3.65
48995,0.15,0.22,0.26,4.05
49035,0.15,0.22,0.25,4.21
49075,0.15,0.21,0.25,3.86
49116,0.15,0.21,0.25,3.81
49157,0.15,0.21,0.25,3.95
49198,0.15,0.22,0.25,3.84
49238,0.15,0.22,0.26,3.72
49281,0.15,0.21,0.26,3.72
49321,0.15,0.21,0.26,3.77
49362,0.15,0.21,0.26,3.63
49403,0.16,0.21,0.26,3.62
49444,0.16,0.21,0.26,3.89
49485,0.15,0.21,0.26,3.72
49525,0.15,0.21,0.26,3.68
49566,0.15,0.21,0.26,3.56
49607,0.15,0.21,0.26,3.84
49648,0.16,0.21,0.26,3.90
49689,0.15,0.21,0.26,3.74
49731,0.15,0.21,0.26,3.55
49775,0.15,0.21,0.26,3.61
49816,0.15,0.21,0.26,3.59
49857,0.15,0.21,0.26,3.61
49898,0.15,0.21,0.26,3.61
49938,0.14,0.21,0.27,3.60
49981,0.14,0.21,0.27,3.59
50022,0.15,0.21,0.27,3.61
50063,0.15,0.21,0.27,3.59
50104,0.15,0.20,0.27,3.61
50145,0.14,0.20,0.27,3.61
50186,0.14,0.21,0.27,3.62
50225,0.14,0.21,0.27,3.61
50266,0.14,0.21,0.26,3.61
50307,0.14,0.21,0.26,3.61
50350,0.14,0.21,0.26,3.61
50391,0.13,0.21,0.25,3.61
50432,0.13,0.21,0.25,3.61
50473,0.13,0.21,0.24,3.62
50514,0.12,0.20,0.24,3.61
50558,0.11,0.20,0.24,3.61
50600,0.11,0.20,0.23,3.61
50641,0.11,0.20,0.23,3.61
50683,0.11,0.20,0.23,3.61
50724,0.11,0.20,0.23,3.61
50765,0.11,0.20,0.23,3.59
50806,0.11,0.19,0.22,3.61
50847,0.11,0.19,0.22,3.61
50889,0.11,0.19,0.22,3.61
50930,0.11,0.19,0.22,3.61
50971,0.11,0.19,0.22,3.60
51012,0.11,0.19,0.22,3.61
51054,0.11,0.19,0.22,3.61
51095,0.11,0.19,0.22,3.62
51136,0.11,0.20,0.22,3.61
51177,0.11,0.19,0.22,3.61
51220,0.11,0.19,0.22,3.61
51261,0.11,0.19,0.22,3.60
51302,0.11,0.19,0.21,3.62
51346,0.11,0.19,0.21,3.61
51389,0.10,0.19,0.21,3.62
51430,0.08,0.18,0.19,3.61
51471,0.05,0.16,0.17,3.62
51513,0.03,0.13,0.14,4.44
51554,0.00,0.08,0.07,4.27
51595,-0.04,0.01,0.00,4.74
51635,-0.06,-0.07,-0.04,4.94
51678,-0.04,-0.13,-0.05,5.00
51719,-0.01,-0.18,-0.07,5.00
51761,0.01,-0.22,-0.08,5.00
51802,0.01,-0.25,-0.09,4.98
51843,0.01,-0.28,-0.10,4.13
51884,-0.00,-0.30,-0.11,4.97
51926,-0.02,-0.31,-0.13,4.33
51969,-0.02,-0.31,-0.13,4.16
52010,-0.02,-0.31,-0.14,4.15
52051,-0.02,-0.31,-0.14,3.96
52095,-0.02,-0.31,-0.13,3.78
52138,-0.02,-0.31,-0.13,3.81
52180,-0.01,-0.31,-0.13,3.75
52221,-0.02,-0.30,-0.13,3.72
52263,-0.02,-0.31,-0.13,3.95
52303,-0.02,-0.31,-0.13,3.62
52342,-0.01,-0.30,-0.12,3.60
52382,-0.01,-0.30,-0.13,3.58
52423,-0.01,-0.30,-0.13,3.62
52466,-0.01,-0.30,-0.13,3.66
52507,-0.02,-0.30,-0.12,3.62
52547,-0.02,-0.30,-0.12,3.64
52586,-0.02,-0.30,-0.12,3.78
52626,-0.02,-0.29,-0.12,3.78
52665,-0.02,-0.29,-0.12,3.61
52705,-0.02,-0.29,-0.12,3.69
52743,-0.02,-0.29,-0.11,3.72
52786,-0.02,-0.28,-0.11,3.60
52825,-0.01,-0.28,-0.11,3.66
52865,-0.01,-0.28,-0.11,3.59
52904,-0.01,-0.28,-0.11,4.14
52944,-0.01,-0.28,-0.11,3.68
52983,-0.01,-0.27,-0.10,4.19
53023,-0.01,-0.27,-0.10,3.97
53061,-0.01,-0.27,-0.10,3.80
53101,-0.01,-0.27,-0.10,4.14
53140,-0.01,-0.27,-0.10,3.75
53180,-0.01,-0.27,-0.10,3.61
53220,-0.01,-0.26,-0.10,3.59
53259,-0.01,-0.26,-0.10,3.56
53298,-0.01,-0.26,-0.10,3.59
53338,-0.01,-0.27,-0.10,3.51
53377,-0.01,-0.27,-0.10,3.51
53417,-0.02,-0.26,-0.10,3.59
53459,-0.01,-0.26,-0.10,3.60
53499,-0.01,-0.26,-0.10,4.50
53539,-0.01,-0.26,-0.10,3.65
53579,-0.02,-0.26,-0.10,3.51
53618,-0.02,-0.26,-0.09,3.60
53658,-0.02,-0.25,-0.09,3.61
53698,-0.02,-0.24,-0.09,3.61
53737,-0.02,-0.22,-0.08,3.60
53777,-0.02,-0.22,-0.07,3.61
53817,-0.02,-0.21,-0.06,3.61
53857,-0.00,-0.19,-0.05,3.59
53896,0.02,-0.17,-0.04,3.56
53935,0.05,-0.15,-0.02,5.00
53975,0.10,-0.13,0.02,5.00
54015,0.14,-0.09,0.06,5.00
54055,0.20,-0.05,0.10,5.00
54095,0.23,-0.01,0.14,5.00
54134,0.25,0.03,0.17,4.60
54177,0.24,0.05,0.18,5.00
54217,0.24,0.07,0.20,5.00
54257,0.22,0.08,0.21,5.00
54296,0.22,0.09,0.22,4.16
54336,0.22,0.10,0.22,4.92
54376,0.22,0.10,0.22,4.03
54416,0.22,0.09,0.22,4.02
54456,0.22,0.09,0.21,3.90
54496,0.22,0.08,0.21,3.73
54535,0.22,0.09,0.21,3.63
54574,0.22,0.09,0.21,3.82
54614,0.22,0.09,0.21,3.71
54654,0.22,0.09,0.21,3.79
54694,0.22,0.09,0.21,3.79
54734,0.22,0.09,0.21,3.58
54774,0.22,0.09,0.21,3.82
54814,0.22,0.09,0.21,3.79
54854,0.21,0.09,0.21,3.63
54894,0.21,0.09,0.20,3.76
54936,0.21,0.09,0.20,3.62
54976,0.21,0.09,0.20,3.90
55016,0.21,0.09,0.20,3.82
55056,0.21,0.09,0.20,3.81
55096,0.21,0.09,0.20,3.83
55136,0.21,0.09,0.20,4.39
55175,0.21,0.09,0.20,4.08
55215,0.21,0.10,0.20,3.70
55256,0.21,0.10,0.20,4.33
55296,0.21,0.09,0.20,3.75
55336,0.20,0.09,0.20,3.67
55376,0.21,0.09,0.20,3.60
55416,0.21,0.10,0.20,3.74
55456,0.21,0.10,0.20,3.67
55496,0.21,0.09,0.20,3.68
55536,0.20,0.09,0.20,3.71
55576,0.20,0.09,0.20,3.68
55617,0.20,0.10,0.20,3.73
55657,0.20,0.10,0.19,3.68
55700,0.20,0.10,0.19,3.73
55740,0.20,0.09,0.19,3.75
55782,0.20,0.10,0.19,3.80
55822,0.20,0.10,0.19,3.68
55862,0.20,0.10,0.19,3.65
55901,0.20,0.10,0.19,3.70
55942,0.20,0.09,0.19,4.37
55982,0.20,0.10,0.19,4.07
56022,0.20,0.10,0.19,4.02
56062,0.20,0.10,0.19,3.75
56103,0.20,0.10,0.19,3.78
56143,0.20,0.10,0.19,3.77
56183,0.20,0.10,0.19,3.88
56224,0.20,0.10,0.19,3.84
56264,0.20,0.10,0.19,3.83
56304,0.20,0.10,0.19,3.94
56345,0.20,0.10,0.19,3.78
56385,0.20,0.10,0.19,3.72
56425,0.20,0.10,0.19,3.79
56468,0.20,0.10,0.19,3.68
56509,0.20,0.10,0.19,3.64
56551,0.19,0.10,0.18,3.70
56591,0.16,0.10,0.16,3.58
56632,0.11,0.09,0.12,4.09
56672,0.08,0.07,0.09,5.00
56711,0.04,0.05,0.05,3.96
56752,0.03,0.01,0.02,4.78
56792,0.05,-0.07,0.01,4.61
56833,0.08,-0.16,0.01,4.11
